381,20230101,20230113,20230108,16942,SO46700,1,1000.4375,2023-01-01
375,20230101,20230113,20230108,15114,SO46701,1,2181.5625,2023-01-01
369,20230101,20230113,20230108,15116,SO46702,1,2443.35,2023-01-01
337,20230101,20230113,20230108,20576,SO46703,1,782.99,2023-01-01
370,20230101,20230113,20230108,13059,SO46704,1,2443.35,2023-01-01
370,20230101,20230113,20230108,13085,SO46705,1,2443.35,2023-01-01
352,20230101,20230113,20230108,20186,SO46706,1,2071.4196,2023-01-01
337,20230101,20230113,20230108,15199,SO46707,1,782.99,2023-01-01
377,20230101,20230113,20230108,21200,SO46708,1,2181.5625,2023-01-01
387,20230102,20230114,20230109,19172,SO46709,1,1000.4375,2023-01-02
356,20230102,20230114,20230109,11484,SO46710,1,2071.4196,2023-01-02
369,20230102,20230114,20230109,13592,SO46711,1,2443.35,2023-01-02
373,20230102,20230114,20230109,13779,SO46712,1,2181.5625,2023-01-02
371,20230102,20230114,20230109,24778,SO46713,1,2181.5625,2023-01-02
368,20230102,20230114,20230109,13093,SO46714,1,2443.35,2023-01-02
375,20230102,20230114,20230109,24976,SO46715,1,2181.5625,2023-01-02
375,20230102,20230114,20230109,25046,SO46716,1,2181.5625,2023-01-02
368,20230102,20230114,20230109,25048,SO46717,1,2443.35,2023-01-02
360,20230102,20230114,20230109,12570,SO46718,1,2049.0982,2023-01-02
362,20230103,20230115,20230110,11604,SO46719,1,2049.0982,2023-01-03
371,20230103,20230115,20230110,13667,SO46720,1,2181.5625,2023-01-03
370,20230103,20230115,20230110,16046,SO46721,1,2443.35,2023-01-03
385,20230103,20230115,20230110,17095,SO46722,1,1000.4375,2023-01-03
368,20230103,20230115,20230110,12918,SO46723,1,2443.35,2023-01-03
368,20230103,20230115,20230110,28663,SO46724,1,2443.35,2023-01-03
369,20230103,20230115,20230110,21191,SO46725,1,2443.35,2023-01-03
373,20230103,20230115,20230110,20999,SO46726,1,2181.5625,2023-01-03
370,20230103,20230115,20230110,21002,SO46727,1,2443.35,2023-01-03
358,20230103,20230115,20230110,12354,SO46728,1,2049.0982,2023-01-03
321,20230103,20230115,20230110,26019,SO46729,1,782.99,2023-01-03
379,20230104,20230116,20230111,15100,SO46730,1,2181.5625,2023-01-04
371,20230104,20230116,20230111,15101,SO46731,1,2181.5625,2023-01-04
385,20230104,20230116,20230111,13992,SO46732,1,1000.4375,2023-01-04
375,20230104,20230116,20230111,24781,SO46733,1,2181.5625,2023-01-04
375,20230104,20230116,20230111,13060,SO46734,1,2181.5625,2023-01-04
371,20230104,20230116,20230111,13226,SO46735,1,2181.5625,2023-01-04
360,20230104,20230116,20230111,12341,SO46736,1,2049.0982,2023-01-04
354,20230104,20230116,20230111,12346,SO46737,1,2071.4196,2023-01-04
362,20230104,20230116,20230111,12576,SO46738,1,2049.0982,2023-01-04
373,20230105,20230117,20230112,15699,SO46739,1,2181.5625,2023-01-05
379,20230105,20230117,20230112,12980,SO46740,1,2181.5625,2023-01-05
370,20230105,20230117,20230112,28766,SO46741,1,2443.35,2023-01-05
358,20230105,20230117,20230112,20206,SO46742,1,2049.0982,2023-01-05
373,20230105,20230117,20230112,21183,SO46743,1,2181.5625,2023-01-05
370,20230105,20230117,20230112,21199,SO46744,1,2443.35,2023-01-05
369,20230106,20230118,20230113,13056,SO46745,1,2443.35,2023-01-06
368,20230106,20230118,20230113,13057,SO46746,1,2443.35,2023-01-06
360,20230106,20230118,20230113,26127,SO46747,1,2049.0982,2023-01-06
360,20230106,20230118,20230113,26252,SO46748,1,2049.0982,2023-01-06
354,20230106,20230118,20230113,12350,SO46749,1,2071.4196,2023-01-06
377,20230107,20230119,20230114,16054,SO46750,1,2181.5625,2023-01-07
377,20230107,20230119,20230114,12934,SO46751,1,2181.5625,2023-01-07
343,20230107,20230119,20230114,19931,SO46752,1,782.99,2023-01-07
379,20230107,20230119,20230114,21215,SO46753,1,2181.5625,2023-01-07
321,20230107,20230119,20230114,25958,SO46754,1,782.99,2023-01-07
343,20230107,20230119,20230114,26023,SO46755,1,782.99,2023-01-07
383,20230107,20230119,20230114,13993,SO46756,1,1000.4375,2023-01-07
354,20230108,20230120,20230115,26174,SO46757,1,2071.4196,2023-01-08
387,20230108,20230120,20230115,18130,SO46758,1,1000.4375,2023-01-08
373,20230108,20230120,20230115,16033,SO46759,1,2181.5625,2023-01-08
387,20230108,20230120,20230115,13986,SO46760,1,1000.4375,2023-01-08
325,20230108,20230120,20230115,19924,SO46761,1,782.99,2023-01-08
368,20230108,20230120,20230115,13063,SO46762,1,2443.35,2023-01-08
375,20230108,20230120,20230115,13202,SO46763,1,2181.5625,2023-01-08
360,20230108,20230120,20230115,26238,SO46764,1,2049.0982,2023-01-08
333,20230108,20230120,20230115,15191,SO46765,1,782.99,2023-01-08
369,20230108,20230120,20230115,21216,SO46766,1,2443.35,2023-01-08
362,20230108,20230120,20230115,12573,SO46767,1,2049.0982,2023-01-08
339,20230108,20230120,20230115,26020,SO46768,1,782.99,2023-01-08
377,20230109,20230121,20230116,15702,SO46769,1,2181.5625,2023-01-09
370,20230109,20230121,20230116,15357,SO46770,1,2443.35,2023-01-09
377,20230109,20230121,20230116,13068,SO46771,1,2181.5625,2023-01-09
375,20230109,20230121,20230116,13161,SO46772,1,2181.5625,2023-01-09
371,20230109,20230121,20230116,13173,SO46773,1,2181.5625,2023-01-09
375,20230109,20230121,20230116,13225,SO46774,1,2181.5625,2023-01-09
352,20230109,20230121,20230116,26249,SO46775,1,2071.4196,2023-01-09
360,20230109,20230121,20230116,12356,SO46776,1,2049.0982,2023-01-09
356,20230110,20230122,20230117,11568,SO46777,1,2071.4196,2023-01-10
352,20230110,20230122,20230117,11610,SO46778,1,2071.4196,2023-01-10
377,20230110,20230122,20230117,15929,SO46779,1,2181.5625,2023-01-10
379,20230110,20230122,20230117,12942,SO46780,1,2181.5625,2023-01-10
379,20230110,20230122,20230117,12949,SO46781,1,2181.5625,2023-01-10
371,20230110,20230122,20230117,12975,SO46782,1,2181.5625,2023-01-10
337,20230110,20230122,20230117,19069,SO46783,1,782.99,2023-01-10
375,20230110,20230122,20230117,13178,SO46784,1,2181.5625,2023-01-10
